"year","variable","ensemble","model","experiment","value","problem"
1977,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.36299902200699,NA
1978,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.24217750628789,NA
1979,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.92959960301717,NA
1980,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",2.14308555920919,NA
1981,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.27841375271479,NA
1982,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",0.748990376790365,NA
1983,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.26019654671351,NA
1984,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",0.818575114011765,NA
1985,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.00171571969986,NA
1986,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.51622839768728,NA
1987,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.14762872457504,NA
1988,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.17457014322281,NA
1989,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.74878535668055,NA
1990,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",2.15394465128581,NA
1991,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",0.210772375265757,NA
1992,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",-0.703765253225962,NA
1993,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",0.769767949978511,NA
1994,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.56119374434153,NA
1995,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.80012779434522,NA
1996,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.80793833732605,NA
1997,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",0.206038614114126,NA
1998,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.47086010376612,NA
1999,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.70058226585388,NA
2000,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.67929299672445,NA
2001,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",2.28063407540321,NA
2002,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.74276753266652,NA
2003,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.58337492744128,NA
2004,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.60684535900752,NA
2005,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.71485175689061,NA
NA,NA,"r1i1p1","inmcm4","esmHistorical",NA,TRUE
NA,NA,"r1i1p1","IPSL-CM5A-LR","esmHistorical",NA,TRUE
1850,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",1.89266226689021,NA
1851,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.26556670665741,NA
1852,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",1.70001991589864,NA
1853,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",1.77488045891126,NA
1854,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",1.87512637178103,NA
1855,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.07081280152003,NA
1856,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",0.558185080687205,NA
1857,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",1.09967986742655,NA
1858,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",0.730679631233215,NA
1859,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",1.93694918354352,NA
1860,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",-181196.974122658,NA
1861,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",-78786.9757984479,NA
1862,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",-3499.02994354628,NA
1863,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",-70256.8934788307,NA
1864,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",178138.06258436,NA
1865,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",37.1684215863546,NA
1866,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",181248.806787213,NA
1867,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",23.5851142406464,NA
1868,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",95372.8935145338,NA
1869,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",22375.5856696765,NA
1870,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",-1.90499064880597e+24,NA
1871,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",29733.3982921839,NA
1872,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",25.5034416119258,NA
1873,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",26.6407062808673,NA
1874,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",-25425.630352815,NA
1875,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",38.9745401355127,NA
1876,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",-145049.352274418,NA
1877,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",26.9995932579041,NA
1878,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",51789.82212617,NA
1879,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",132390.887114406,NA
1880,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",-132321.259901881,NA
1881,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",-6954.72301659236,NA
1882,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",190208.399508556,NA
1883,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",-141706.834020138,NA
1884,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",-2.78410636251241e+24,NA
1885,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",-143810.796466231,NA
1886,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",156446.696926733,NA
1887,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",77003.6245376269,NA
1888,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",126953.117201969,NA
1889,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",82883.0304576953,NA
1890,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",-43700.7369918028,NA
1891,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",350201.20121781,NA
1892,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",-156872.978000959,NA
1893,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",170671.111956,NA
1894,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",-87165.1063316762,NA
1895,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",174603.571360409,NA
1896,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",99310.4240303834,NA
1897,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",-3.28542238129573e+24,NA
1898,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",113039.993435303,NA
1899,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",26.534995118777,NA
1900,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",351869.067092399,NA
1901,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",-52669.6158209642,NA
1902,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",183922.792998801,NA
1903,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",-3.08137063185374,NA
1904,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",1.64030462503433,NA
1905,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.06525023281574,NA
1906,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",1.94936279455821,NA
1907,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.23262740174929,NA
1908,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",1.36687271793683,NA
1909,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.28056716918945,NA
1910,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.13558844725291,NA
1911,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",1.72293714682261,NA
1912,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.14902075131734,NA
1913,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",5.74809885025024,NA
1914,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",125402.078718026,NA
1915,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",43.0718388557434,NA
1916,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",109306.136882305,NA
1917,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",-145049.997416973,NA
1918,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",118402.10211579,NA
1919,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",-176352.863651037,NA
1920,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",298912.221073071,NA
1921,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",-196154.851755699,NA
1922,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",186150.25522546,NA
1923,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",59582.1261969507,NA
1924,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",-3.39205955002133e+24,NA
1925,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",42671.1532380978,NA
1926,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",-170610.317085202,NA
1927,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",268425.824206909,NA
1928,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",-244821.749372244,NA
1929,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",256973.108695467,NA
1930,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",-256907.542488451,NA
1931,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",-3.2203468798897e+24,NA
1932,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",-16872.1072071393,NA
1933,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",-10538.9699716568,NA
1934,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",-95308.5216077964,NA
1935,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",-183858.099520445,NA
1936,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",210041.678280354,NA
1937,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",-186089.384251118,NA
1938,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",161584.259856542,NA
1939,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",-298844.658463235,NA
1940,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",156444.046536426,NA
1941,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",-118339.345435778,NA
1942,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",-44157.3434814612,NA
1943,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",-125472.63766521,NA
1944,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",-190153.511682143,NA
1945,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",-2.56181637104876e+24,NA
1946,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",36.8247664372126,NA
1947,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",7020.35160330931,NA
1948,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",-190148.246565421,NA
1949,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",125536.701418777,NA
1950,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",16269.8466479778,NA
1951,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",-2.18355819767398e+24,NA
1952,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",25503.3562970559,NA
1953,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",24.1650282144547,NA
1954,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",145614.354891936,NA
1955,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",-342508.559157292,NA
1956,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",147036.743694623,NA
1957,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",-350145.930265655,NA
1958,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",-1.75876119484425e+24,NA
1959,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",-117892.210384389,NA
1960,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",-93983.7986910343,NA
1961,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",-112970.277343924,NA
1962,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",-178077.221572181,NA
1963,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",149141.272830506,NA
1964,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",-352646.674466133,NA
1965,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",87228.3702634176,NA
1966,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",-181178.81138142,NA
1967,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",21.9515017668406,NA
1968,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",-88511.4766418735,NA
1969,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",-166245.308689753,NA
1970,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",-82817.5026223063,NA
1971,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",-161524.937219262,NA
1972,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",28.4622654914856,NA
1973,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",-344310.881018003,NA
1974,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",118413.269080877,NA
1975,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",-340170.479806741,NA
1976,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",27.0916337768237,NA
1977,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",-64637.7834049861,NA
1978,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",-138840.603500684,NA
1979,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",-58239.2642753919,NA
1980,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",-125343.551300158,NA
1981,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",138901.914439768,NA
1982,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",-125475.855607708,NA
1983,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",16277.4008928935,NA
1984,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",-308521.783176222,NA
1985,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",-4.6975436024915e+23,NA
1986,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",-187889.7620519,NA
1987,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",-76280.2171670596,NA
1988,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",36.1023203978936,NA
1989,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",-59517.8367041449,NA
1990,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",161572.725763241,NA
1991,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",-95309.5805886934,NA
1992,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",37.2478578488032,NA
1993,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",-268367.618524869,NA
1994,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",25.0302566289902,NA
1995,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",-3498.71671849489,NA
1996,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",-8504.3188046813,NA
1997,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",3566.17400668065,NA
1998,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",-1.45414434534756e+24,NA
1999,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",25.5587974190712,NA
2000,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",-170599.080580118,NA
2001,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",279269.122975667,NA
2002,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",32.8976545433203,NA
2003,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",103298.188714688,NA
2004,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",186152.058685382,NA
2005,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",-2.04670180339113e+24,NA
NA,NA,"r1i1p1","MRI-ESM1","esmHistorical",NA,TRUE
NA,NA,"r1i1p1","NorESM1-ME","esmHistorical",NA,TRUE
NA,NA,"r1i1p1","bcc-csm1-1","esmrcp85",NA,TRUE
2006,"heatflux","r1i1p1","BNU-ESM","esmrcp85",1.2522841890653,NA
2007,"heatflux","r1i1p1","BNU-ESM","esmrcp85",3.06814874553432,NA
2008,"heatflux","r1i1p1","BNU-ESM","esmrcp85",2.51851139465968,NA
2009,"heatflux","r1i1p1","BNU-ESM","esmrcp85",1.68824328978856,NA
2010,"heatflux","r1i1p1","BNU-ESM","esmrcp85",3.59709431168934,NA
2011,"heatflux","r1i1p1","BNU-ESM","esmrcp85",2.06549205382665,NA
2012,"heatflux","r1i1p1","BNU-ESM","esmrcp85",2.24018215139707,NA
2013,"heatflux","r1i1p1","BNU-ESM","esmrcp85",3.01826599861185,NA
2014,"heatflux","r1i1p1","BNU-ESM","esmrcp85",3.40036174530784,NA
2015,"heatflux","r1i1p1","BNU-ESM","esmrcp85",2.21127116680145,NA
2016,"heatflux","r1i1p1","BNU-ESM","esmrcp85",2.45388157169024,NA
2017,"heatflux","r1i1p1","BNU-ESM","esmrcp85",2.40219084421794,NA
2018,"heatflux","r1i1p1","BNU-ESM","esmrcp85",1.91316854953766,NA
2019,"heatflux","r1i1p1","BNU-ESM","esmrcp85",2.49252744019032,NA
2020,"heatflux","r1i1p1","BNU-ESM","esmrcp85",3.22694913546244,NA
2021,"heatflux","r1i1p1","BNU-ESM","esmrcp85",2.84535312155883,NA
2022,"heatflux","r1i1p1","BNU-ESM","esmrcp85",3.68589666734139,NA
2023,"heatflux","r1i1p1","BNU-ESM","esmrcp85",3.54080365846554,NA
2024,"heatflux","r1i1p1","BNU-ESM","esmrcp85",2.42483597248793,NA
2025,"heatflux","r1i1p1","BNU-ESM","esmrcp85",3.31007619698842,NA
2026,"heatflux","r1i1p1","BNU-ESM","esmrcp85",3.4591027845939,NA
2027,"heatflux","r1i1p1","BNU-ESM","esmrcp85",2.20738655328751,NA
2028,"heatflux","r1i1p1","BNU-ESM","esmrcp85",3.10895688335101,NA
2029,"heatflux","r1i1p1","BNU-ESM","esmrcp85",3.45544791966677,NA
2030,"heatflux","r1i1p1","BNU-ESM","esmrcp85",2.27224743366241,NA
2031,"heatflux","r1i1p1","BNU-ESM","esmrcp85",2.94043908019861,NA
2032,"heatflux","r1i1p1","BNU-ESM","esmrcp85",2.98872663577398,NA
2033,"heatflux","r1i1p1","BNU-ESM","esmrcp85",3.76039172212283,NA
2034,"heatflux","r1i1p1","BNU-ESM","esmrcp85",3.24149082849423,NA
2035,"heatflux","r1i1p1","BNU-ESM","esmrcp85",3.69186968294283,NA
2036,"heatflux","r1i1p1","BNU-ESM","esmrcp85",3.25001715868711,NA
2037,"heatflux","r1i1p1","BNU-ESM","esmrcp85",2.76539351542791,NA
2038,"heatflux","r1i1p1","BNU-ESM","esmrcp85",3.69239703317483,NA
2039,"heatflux","r1i1p1","BNU-ESM","esmrcp85",4.378155986468,NA
2040,"heatflux","r1i1p1","BNU-ESM","esmrcp85",3.43173692189157,NA
2041,"heatflux","r1i1p1","BNU-ESM","esmrcp85",3.12976331512133,NA
2042,"heatflux","r1i1p1","BNU-ESM","esmrcp85",2.6498036980629,NA
2043,"heatflux","r1i1p1","BNU-ESM","esmrcp85",4.11551843583584,NA
2044,"heatflux","r1i1p1","BNU-ESM","esmrcp85",3.26060725500186,NA
2045,"heatflux","r1i1p1","BNU-ESM","esmrcp85",3.70624876519044,NA
2046,"heatflux","r1i1p1","BNU-ESM","esmrcp85",3.00953302780787,NA
2047,"heatflux","r1i1p1","BNU-ESM","esmrcp85",4.12470630804698,NA
2048,"heatflux","r1i1p1","BNU-ESM","esmrcp85",3.3464593688647,NA
2049,"heatflux","r1i1p1","BNU-ESM","esmrcp85",3.93851624429226,NA
2050,"heatflux","r1i1p1","BNU-ESM","esmrcp85",4.18838011225065,NA
2051,"heatflux","r1i1p1","BNU-ESM","esmrcp85",3.86500972509384,NA
2052,"heatflux","r1i1p1","BNU-ESM","esmrcp85",3.67567450801531,NA
2053,"heatflux","r1i1p1","BNU-ESM","esmrcp85",4.28993954261144,NA
2054,"heatflux","r1i1p1","BNU-ESM","esmrcp85",3.88514033953349,NA
2055,"heatflux","r1i1p1","BNU-ESM","esmrcp85",4.24365635961294,NA
2056,"heatflux","r1i1p1","BNU-ESM","esmrcp85",3.97093353668849,NA
2057,"heatflux","r1i1p1","BNU-ESM","esmrcp85",4.2499407629172,NA
2058,"heatflux","r1i1p1","BNU-ESM","esmrcp85",3.77555648485819,NA
2059,"heatflux","r1i1p1","BNU-ESM","esmrcp85",4.38382723679145,NA
2060,"heatflux","r1i1p1","BNU-ESM","esmrcp85",4.62376471608877,NA
2061,"heatflux","r1i1p1","BNU-ESM","esmrcp85",3.65220714608828,NA
2062,"heatflux","r1i1p1","BNU-ESM","esmrcp85",4.55556264519691,NA
2063,"heatflux","r1i1p1","BNU-ESM","esmrcp85",4.11710162957509,NA
2064,"heatflux","r1i1p1","BNU-ESM","esmrcp85",4.5157053185006,NA
2065,"heatflux","r1i1p1","BNU-ESM","esmrcp85",4.35544778282444,NA
2066,"heatflux","r1i1p1","BNU-ESM","esmrcp85",4.09257851044337,NA
2067,"heatflux","r1i1p1","BNU-ESM","esmrcp85",4.09243418773015,NA
2068,"heatflux","r1i1p1","BNU-ESM","esmrcp85",4.10412956774235,NA
2069,"heatflux","r1i1p1","BNU-ESM","esmrcp85",4.40047266085943,NA
2070,"heatflux","r1i1p1","BNU-ESM","esmrcp85",4.51766949519515,NA
2071,"heatflux","r1i1p1","BNU-ESM","esmrcp85",4.39037702480952,NA
2072,"heatflux","r1i1p1","BNU-ESM","esmrcp85",4.79205591604114,NA
2073,"heatflux","r1i1p1","BNU-ESM","esmrcp85",4.3895122508208,NA
2074,"heatflux","r1i1p1","BNU-ESM","esmrcp85",4.69634041686853,NA
2075,"heatflux","r1i1p1","BNU-ESM","esmrcp85",4.86714161435763,NA
2076,"heatflux","r1i1p1","BNU-ESM","esmrcp85",4.57707009712855,NA
2077,"heatflux","r1i1p1","BNU-ESM","esmrcp85",4.45402634143829,NA
2078,"heatflux","r1i1p1","BNU-ESM","esmrcp85",4.88178944587708,NA
2079,"heatflux","r1i1p1","BNU-ESM","esmrcp85",4.78678477803866,NA
2080,"heatflux","r1i1p1","BNU-ESM","esmrcp85",5.16084482272466,NA
2081,"heatflux","r1i1p1","BNU-ESM","esmrcp85",4.44466907406847,NA
2082,"heatflux","r1i1p1","BNU-ESM","esmrcp85",4.66433699925741,NA
2083,"heatflux","r1i1p1","BNU-ESM","esmrcp85",4.87527418043464,NA
2084,"heatflux","r1i1p1","BNU-ESM","esmrcp85",4.26541387289762,NA
2085,"heatflux","r1i1p1","BNU-ESM","esmrcp85",4.20503208041191,NA
2086,"heatflux","r1i1p1","BNU-ESM","esmrcp85",5.20998854438464,NA
2087,"heatflux","r1i1p1","BNU-ESM","esmrcp85",4.55819873387615,NA
2088,"heatflux","r1i1p1","BNU-ESM","esmrcp85",4.96786526838938,NA
2089,"heatflux","r1i1p1","BNU-ESM","esmrcp85",4.94660987953345,NA
2090,"heatflux","r1i1p1","BNU-ESM","esmrcp85",4.59506062666575,NA
2091,"heatflux","r1i1p1","BNU-ESM","esmrcp85",5.142204195261,NA
2092,"heatflux","r1i1p1","BNU-ESM","esmrcp85",5.19877256949743,NA
2093,"heatflux","r1i1p1","BNU-ESM","esmrcp85",5.50326162576675,NA
2094,"heatflux","r1i1p1","BNU-ESM","esmrcp85",4.27394476532936,NA
2095,"heatflux","r1i1p1","BNU-ESM","esmrcp85",4.71579423546791,NA
2096,"heatflux","r1i1p1","BNU-ESM","esmrcp85",4.92836345732212,NA
2097,"heatflux","r1i1p1","BNU-ESM","esmrcp85",4.85524286826452,NA
2098,"heatflux","r1i1p1","BNU-ESM","esmrcp85",5.00927304228147,NA
2099,"heatflux","r1i1p1","BNU-ESM","esmrcp85",4.97251482804616,NA
2100,"heatflux","r1i1p1","BNU-ESM","esmrcp85",4.68638739983241,NA
2006,"heatflux","r1i1p1","CanESM2","esmrcp85",3.18709086378415,NA
2007,"heatflux","r1i1p1","CanESM2","esmrcp85",5.76536995669206,NA
2008,"heatflux","r1i1p1","CanESM2","esmrcp85",5.3351005067428,NA
2009,"heatflux","r1i1p1","CanESM2","esmrcp85",4.44926877816518,NA
2010,"heatflux","r1i1p1","CanESM2","esmrcp85",5.81489878892899,NA
2011,"heatflux","r1i1p1","CanESM2","esmrcp85",2.41897114614646,NA
2012,"heatflux","r1i1p1","CanESM2","esmrcp85",2.7021323343118,NA
2013,"heatflux","r1i1p1","CanESM2","esmrcp85",6.18095639968912,NA
2014,"heatflux","r1i1p1","CanESM2","esmrcp85",6.30500137805939,NA
2015,"heatflux","r1i1p1","CanESM2","esmrcp85",3.83142806962132,NA
2016,"heatflux","r1i1p1","CanESM2","esmrcp85",5.21344368656476,NA
2017,"heatflux","r1i1p1","CanESM2","esmrcp85",3.29471696416537,NA
2018,"heatflux","r1i1p1","CanESM2","esmrcp85",2.71778646111488,NA
2019,"heatflux","r1i1p1","CanESM2","esmrcp85",5.44588831067085,NA
2020,"heatflux","r1i1p1","CanESM2","esmrcp85",5.88533530135949,NA
2021,"heatflux","r1i1p1","CanESM2","esmrcp85",5.62369733055433,NA
2022,"heatflux","r1i1p1","CanESM2","esmrcp85",6.96176346143087,NA
2023,"heatflux","r1i1p1","CanESM2","esmrcp85",4.99825309962034,NA
2024,"heatflux","r1i1p1","CanESM2","esmrcp85",3.70509858926137,NA
2025,"heatflux","r1i1p1","CanESM2","esmrcp85",5.98705333471298,NA
2026,"heatflux","r1i1p1","CanESM2","esmrcp85",4.72716631491979,NA
2027,"heatflux","r1i1p1","CanESM2","esmrcp85",0.937231222788493,NA
2028,"heatflux","r1i1p1","CanESM2","esmrcp85",4.25578036904335,NA
2029,"heatflux","r1i1p1","CanESM2","esmrcp85",5.47583342529833,NA
2030,"heatflux","r1i1p1","CanESM2","esmrcp85",3.26133506496747,NA
2031,"heatflux","r1i1p1","CanESM2","esmrcp85",4.86290263136228,NA
2032,"heatflux","r1i1p1","CanESM2","esmrcp85",6.5960083057483,NA
2033,"heatflux","r1i1p1","CanESM2","esmrcp85",5.2817273636659,NA
2034,"heatflux","r1i1p1","CanESM2","esmrcp85",5.51983181138833,NA
2035,"heatflux","r1i1p1","CanESM2","esmrcp85",6.32679422696431,NA
2036,"heatflux","r1i1p1","CanESM2","esmrcp85",4.55224965016047,NA
2037,"heatflux","r1i1p1","CanESM2","esmrcp85",3.32972833265861,NA
2038,"heatflux","r1i1p1","CanESM2","esmrcp85",6.75782569001118,NA
2039,"heatflux","r1i1p1","CanESM2","esmrcp85",6.49682296315829,NA
2040,"heatflux","r1i1p1","CanESM2","esmrcp85",4.11969394485156,NA
2041,"heatflux","r1i1p1","CanESM2","esmrcp85",4.12944390128056,NA
2042,"heatflux","r1i1p1","CanESM2","esmrcp85",4.94239531457424,NA
2043,"heatflux","r1i1p1","CanESM2","esmrcp85",6.55434307456017,NA
2044,"heatflux","r1i1p1","CanESM2","esmrcp85",4.8756216665109,NA
2045,"heatflux","r1i1p1","CanESM2","esmrcp85",5.6515607436498,NA
2046,"heatflux","r1i1p1","CanESM2","esmrcp85",4.09228887160619,NA
2047,"heatflux","r1i1p1","CanESM2","esmrcp85",5.57556289434433,NA
2048,"heatflux","r1i1p1","CanESM2","esmrcp85",4.05125253399213,NA
2049,"heatflux","r1i1p1","CanESM2","esmrcp85",4.95205745100975,NA
